variant_code,product_code,sku,unit_code,packaging_size,is_default,is_sell_default
P002800-V1,P002800,00001952,UNIT000001,Hộp 5 Vỉ x 14 Viên,true,false
P002800-V2,P002800,00001952,UNIT000003,5 Vỉ x 14 Viên,true,false
P002800-V3,P002800,00001952,UNIT000008,14 Viên,true,true
P002801-V1,P002801,00001805,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002801-V2,P002801,00001805,UNIT000003,3 Vỉ x 10 Viên,true,false
P002801-V3,P002801,00001805,UNIT000008,10 Viên,true,true
P002802-V1,P002802,00001453,UNIT000001,Hộp 2 Vỉ x 30 Viên,true,false
P002802-V2,P002802,00001453,UNIT000003,2 Vỉ x 30 Viên,true,false
P002802-V3,P002802,00001453,UNIT000008,30 Viên,true,true
P002803-V1,P002803,00001405,UNIT000001,Hộp 5 Vỉ x 10 Viên,true,false
P002803-V2,P002803,00001405,UNIT000003,5 Vỉ x 10 Viên,true,false
P002803-V3,P002803,00001405,UNIT000008,10 Viên,true,true
P002804-V1,P002804,00001340,UNIT000001,Hộp 2 Vỉ x 14 Viên,true,false
P002804-V2,P002804,00001340,UNIT000003,2 Vỉ x 14 Viên,true,false
P002804-V3,P002804,00001340,UNIT000008,14 Viên,true,true
P002805-V1,P002805,00001335,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002805-V2,P002805,00001335,UNIT000003,3 Vỉ x 10 Viên,true,false
P002805-V3,P002805,00001335,UNIT000008,10 Viên,true,true
P002806-V1,P002806,00000783,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002806-V2,P002806,00000783,UNIT000003,3 Vỉ x 10 Viên,true,false
P002806-V3,P002806,00000783,UNIT000008,10 Viên,true,true
P002807-V1,P002807,00016054,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002807-V2,P002807,00016054,UNIT000003,3 Vỉ x 10 Viên,true,false
P002807-V3,P002807,00016054,UNIT000008,10 Viên,true,true
P002808-V1,P002808,00015849,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002808-V2,P002808,00015849,UNIT000003,3 Vỉ x 10 Viên,true,false
P002808-V3,P002808,00015849,UNIT000008,10 Viên,true,true
P002809-V1,P002809,00015136,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,false
P002809-V2,P002809,00015136,UNIT000003,2 Vỉ x 10 Viên,true,false
P002809-V3,P002809,00015136,UNIT000008,10 Viên,true,true
P002810-V1,P002810,00014459,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002810-V2,P002810,00014459,UNIT000003,3 Vỉ x 10 Viên,true,false
P002810-V3,P002810,00014459,UNIT000008,10 Viên,true,true
P002811-V1,P002811,00004965,UNIT000001,Hộp 1 Cây x 0.3ml,true,true
P002811-V2,P002811,00004965,UNIT000016,1 Cây x 0.3ml,true,false
P002812-V1,P002812,00003117,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002812-V2,P002812,00003117,UNIT000003,3 Vỉ x 10 Viên,true,false
P002812-V3,P002812,00003117,UNIT000008,10 Viên,true,true
P002813-V1,P002813,00016783,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P002813-V2,P002813,00016783,UNIT000003,10 Vỉ x 10 Viên,true,false
P002813-V3,P002813,00016783,UNIT000008,10 Viên,true,true
P002814-V1,P002814,00017559,UNIT000001,Hộp 4 Vỉ x 7 Viên,true,false
P002814-V2,P002814,00017559,UNIT000003,4 Vỉ x 7 Viên,true,false
P002814-V3,P002814,00017559,UNIT000008,7 Viên,true,true
P002815-V1,P002815,00017684,UNIT000001,Hộp 100 Viên,true,false
P002815-V2,P002815,00017684,UNIT000008,100 Viên,true,true
P002816-V1,P002816,00018167,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002816-V2,P002816,00018167,UNIT000003,3 Vỉ x 10 Viên,true,false
P002816-V3,P002816,00018167,UNIT000008,10 Viên,true,true
P002817-V1,P002817,00018298,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,true
P002817-V2,P002817,00018298,UNIT000003,3 Vỉ x 10 Viên,true,false
P002817-V3,P002817,00018298,UNIT000008,10 Viên,true,false
P002818-V1,P002818,00018844,UNIT000001,Hộp 3 Vỉ x 14 Viên,true,false
P002818-V2,P002818,00018844,UNIT000003,3 Vỉ x 14 Viên,true,false
P002818-V3,P002818,00018844,UNIT000008,14 Viên,true,true
P002819-V1,P002819,00018856,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002819-V2,P002819,00018856,UNIT000003,3 Vỉ x 10 Viên,true,false
P002819-V3,P002819,00018856,UNIT000008,10 Viên,true,true
P002820-V1,P002820,00018882,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002820-V2,P002820,00018882,UNIT000003,3 Vỉ x 10 Viên,true,false
P002820-V3,P002820,00018882,UNIT000008,10 Viên,true,true
P002821-V1,P002821,00018942,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002821-V2,P002821,00018942,UNIT000003,3 Vỉ x 10 Viên,true,false
P002821-V3,P002821,00018942,UNIT000008,10 Viên,true,true
P002822-V1,P002822,00018962,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002822-V2,P002822,00018962,UNIT000003,3 Vỉ x 10 Viên,true,false
P002822-V3,P002822,00018962,UNIT000008,10 Viên,true,true
P002823-V1,P002823,00020117,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P002823-V2,P002823,00020117,UNIT000003,10 Vỉ x 10 Viên,true,false
P002823-V3,P002823,00020117,UNIT000008,10 Viên,true,true
P002824-V1,P002824,00020398,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002824-V2,P002824,00020398,UNIT000003,3 Vỉ x 10 Viên,true,false
P002824-V3,P002824,00020398,UNIT000008,10 Viên,true,true
P002825-V1,P002825,00020529,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P002825-V2,P002825,00020529,UNIT000003,10 Vỉ x 10 Viên,true,false
P002825-V3,P002825,00020529,UNIT000008,10 Viên,true,true
P002826-V1,P002826,00020800,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P002826-V2,P002826,00020800,UNIT000003,10 Vỉ x 10 Viên,true,false
P002826-V3,P002826,00020800,UNIT000008,10 Viên,true,true
P002827-V1,P002827,00021073,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P002827-V2,P002827,00021073,UNIT000003,10 Vỉ x 10 Viên,true,false
P002827-V3,P002827,00021073,UNIT000008,10 Viên,true,true
P002828-V1,P002828,00021088,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P002828-V2,P002828,00021088,UNIT000003,10 Vỉ x 10 Viên,true,false
P002828-V3,P002828,00021088,UNIT000008,10 Viên,true,true
P002829-V1,P002829,00021094,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,false
P002829-V2,P002829,00021094,UNIT000003,6 Vỉ x 10 Viên,true,false
P002829-V3,P002829,00021094,UNIT000008,10 Viên,true,true
P002830-V1,P002830,00021151,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002830-V2,P002830,00021151,UNIT000003,3 Vỉ x 10 Viên,true,false
P002830-V3,P002830,00021151,UNIT000008,10 Viên,true,true
P002831-V1,P002831,00021173,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,false
P002831-V2,P002831,00021173,UNIT000003,6 Vỉ x 10 Viên,true,false
P002831-V3,P002831,00021173,UNIT000008,10 Viên,true,true
P002832-V1,P002832,00021328,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002832-V2,P002832,00021328,UNIT000003,3 Vỉ x 10 Viên,true,false
P002832-V3,P002832,00021328,UNIT000008,10 Viên,true,true
P002833-V1,P002833,00021419,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002833-V2,P002833,00021419,UNIT000003,3 Vỉ x 10 Viên,true,false
P002833-V3,P002833,00021419,UNIT000008,10 Viên,true,true
P002834-V1,P002834,00021491,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002834-V2,P002834,00021491,UNIT000003,3 Vỉ x 10 Viên,true,false
P002834-V3,P002834,00021491,UNIT000008,10 Viên,true,true
P002835-V1,P002835,00021499,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,false
P002835-V2,P002835,00021499,UNIT000003,6 Vỉ x 10 Viên,true,false
P002835-V3,P002835,00021499,UNIT000008,10 Viên,true,true
P002836-V1,P002836,00021508,UNIT000001,Hộp 6 Ống x 0.5ml,true,false
P002836-V2,P002836,00021508,UNIT000018,6 Ống x 0.5ml,true,true
P002837-V1,P002837,00021733,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P002837-V2,P002837,00021733,UNIT000003,10 Vỉ x 10 Viên,true,false
P002837-V3,P002837,00021733,UNIT000008,10 Viên,true,true
P002838-V1,P002838,00022494,UNIT000001,Hộp 10 Vỉ x 5 Ống x 5ml,true,false
P002838-V2,P002838,00022494,UNIT000003,10 Vỉ x 5 Ống x 5ml,true,false
P002838-V3,P002838,00022494,UNIT000018,5 Ống x 5ml,true,true
P002839-V1,P002839,00027725,UNIT000001,Hộp 50 Vỉ x 10 Viên,true,false
P002839-V2,P002839,00027725,UNIT000003,50 Vỉ x 10 Viên,true,false
P002839-V3,P002839,00027725,UNIT000008,10 Viên,true,true
P002840-V1,P002840,00027577,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P002840-V2,P002840,00027577,UNIT000003,10 Vỉ x 10 Viên,true,true
P002840-V3,P002840,00027577,UNIT000008,10 Viên,true,false
P002841-V1,P002841,00028629,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002841-V2,P002841,00028629,UNIT000003,3 Vỉ x 10 Viên,true,false
P002841-V3,P002841,00028629,UNIT000008,10 Viên,true,true
P002842-V1,P002842,00028692,UNIT000001,Hộp 4 Vỉ x 7 Viên,true,false
P002842-V2,P002842,00028692,UNIT000003,4 Vỉ x 7 Viên,true,false
P002842-V3,P002842,00028692,UNIT000008,7 Viên,true,true
P002843-V1,P002843,00028764,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002843-V2,P002843,00028764,UNIT000003,3 Vỉ x 10 Viên,true,false
P002843-V3,P002843,00028764,UNIT000008,10 Viên,true,true
P002844-V1,P002844,00028857,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002844-V2,P002844,00028857,UNIT000003,3 Vỉ x 10 Viên,true,false
P002844-V3,P002844,00028857,UNIT000008,10 Viên,true,true
P002845-V1,P002845,00028859,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002845-V2,P002845,00028859,UNIT000003,3 Vỉ x 10 Viên,true,false
P002845-V3,P002845,00028859,UNIT000008,10 Viên,true,true
P002846-V1,P002846,00029073,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P002846-V2,P002846,00029073,UNIT000003,10 Vỉ x 10 Viên,true,false
P002846-V3,P002846,00029073,UNIT000008,10 Viên,true,true
P002847-V1,P002847,00029124,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002847-V2,P002847,00029124,UNIT000003,3 Vỉ x 10 Viên,true,false
P002847-V3,P002847,00029124,UNIT000008,10 Viên,true,true
P002848-V1,P002848,00029289,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002848-V2,P002848,00029289,UNIT000003,3 Vỉ x 10 Viên,true,false
P002848-V3,P002848,00029289,UNIT000008,10 Viên,true,true
P002849-V1,P002849,00029693,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002849-V2,P002849,00029693,UNIT000003,3 Vỉ x 10 Viên,true,false
P002849-V3,P002849,00029693,UNIT000008,10 Viên,true,true
P002850-V1,P002850,00029713,UNIT000001,Hộp 5 Vỉ x 10 Viên,true,false
P002850-V2,P002850,00029713,UNIT000003,5 Vỉ x 10 Viên,true,false
P002850-V3,P002850,00029713,UNIT000008,10 Viên,true,true
P002851-V1,P002851,00029733,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002851-V2,P002851,00029733,UNIT000003,3 Vỉ x 10 Viên,true,false
P002851-V3,P002851,00029733,UNIT000008,10 Viên,true,true
P002852-V1,P002852,00029747,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P002852-V2,P002852,00029747,UNIT000003,10 Vỉ x 10 Viên,true,false
P002852-V3,P002852,00029747,UNIT000008,10 Viên,true,true
P002853-V1,P002853,00030210,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002853-V2,P002853,00030210,UNIT000003,3 Vỉ x 10 Viên,true,false
P002853-V3,P002853,00030210,UNIT000008,10 Viên,true,true
P002854-V1,P002854,00030377,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P002854-V2,P002854,00030377,UNIT000003,10 Vỉ x 10 Viên,true,false
P002854-V3,P002854,00030377,UNIT000008,10 Viên,true,true
P002855-V1,P002855,00030479,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002855-V2,P002855,00030479,UNIT000003,3 Vỉ x 10 Viên,true,false
P002855-V3,P002855,00030479,UNIT000008,10 Viên,true,true
P002856-V1,P002856,00030635,UNIT000001,Hộp 2 Vỉ x 30 Viên,true,false
P002856-V2,P002856,00030635,UNIT000003,2 Vỉ x 30 Viên,true,false
P002856-V3,P002856,00030635,UNIT000008,30 Viên,true,true
P002857-V1,P002857,00030970,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002857-V2,P002857,00030970,UNIT000003,3 Vỉ x 10 Viên,true,false
P002857-V3,P002857,00030970,UNIT000008,10 Viên,true,true
P002858-V1,P002858,00031181,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,false
P002858-V2,P002858,00031181,UNIT000003,6 Vỉ x 10 Viên,true,false
P002858-V3,P002858,00031181,UNIT000008,10 Viên,true,true
P002859-V1,P002859,00031290,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P002859-V2,P002859,00031290,UNIT000003,10 Vỉ x 10 Viên,true,false
P002859-V3,P002859,00031290,UNIT000008,10 Viên,true,true
P002860-V1,P002860,00031379,UNIT000001,Hộp 4 Vỉ x 14 Viên,true,false
P002860-V2,P002860,00031379,UNIT000003,4 Vỉ x 14 Viên,true,false
P002860-V3,P002860,00031379,UNIT000008,14 Viên,true,true
P002861-V1,P002861,00031380,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,false
P002861-V2,P002861,00031380,UNIT000003,6 Vỉ x 10 Viên,true,false
P002861-V3,P002861,00031380,UNIT000008,10 Viên,true,true
P002862-V1,P002862,00031357,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002862-V2,P002862,00031357,UNIT000003,3 Vỉ x 10 Viên,true,false
P002862-V3,P002862,00031357,UNIT000008,10 Viên,true,true
P002863-V1,P002863,00031639,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002863-V2,P002863,00031639,UNIT000003,3 Vỉ x 10 Viên,true,false
P002863-V3,P002863,00031639,UNIT000008,10 Viên,true,true
P002864-V1,P002864,00031788,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,true
P002864-V2,P002864,00031788,UNIT000003,3 Vỉ x 10 Viên,true,false
P002864-V3,P002864,00031788,UNIT000008,10 Viên,true,false
P002865-V1,P002865,00031832,UNIT000001,Hộp 1 Vỉ x 10 Viên,true,false
P002865-V2,P002865,00031832,UNIT000003,1 Vỉ x 10 Viên,true,false
P002865-V3,P002865,00031832,UNIT000008,10 Viên,true,true
P002866-V1,P002866,00032153,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,false
P002866-V2,P002866,00032153,UNIT000003,6 Vỉ x 10 Viên,true,false
P002866-V3,P002866,00032153,UNIT000008,10 Viên,true,true
P002867-V1,P002867,00032434,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002867-V2,P002867,00032434,UNIT000003,3 Vỉ x 10 Viên,true,false
P002867-V3,P002867,00032434,UNIT000008,10 Viên,true,true
P002868-V1,P002868,00032549,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,true
P002868-V2,P002868,00032549,UNIT000003,3 Vỉ x 10 Viên,true,false
P002868-V3,P002868,00032549,UNIT000008,10 Viên,true,false
P002869-V1,P002869,00040368,UNIT000001,Hộp 3 Hộp lẻ x 60 Viên,true,true
P002869-V2,P002869,00040368,UNIT000023,3 Hộp lẻ x 60 Viên,true,false
P002870-V1,P002870,00005371,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002870-V2,P002870,00005371,UNIT000003,3 Vỉ x 10 Viên,true,false
P002870-V3,P002870,00005371,UNIT000008,10 Viên,true,true
P002871-V1,P002871,00029372,UNIT000001,Hộp 1 Vỉ x 10 Viên,true,true
P002871-V2,P002871,00029372,UNIT000003,1 Vỉ x 10 Viên,true,false
P002871-V3,P002871,00029372,UNIT000008,10 Viên,true,false
P002872-V1,P002872,00031286,UNIT000001,Hộp 20 Ống x 10ml/ống,true,true
P002872-V2,P002872,00031286,UNIT000018,20 Ống x 10ml/ống,true,false
P002873-V1,P002873,00031486,UNIT000001,Hộp 2 Vỉ x 14 Viên,true,false
P002873-V2,P002873,00031486,UNIT000003,2 Vỉ x 14 Viên,true,false
P002873-V3,P002873,00031486,UNIT000008,14 Viên,true,true
P002874-V1,P002874,00050266,UNIT000001,Hộp 1 Vỉ x 14 Viên,true,false
P002874-V2,P002874,00050266,UNIT000003,1 Vỉ x 14 Viên,true,false
P002874-V3,P002874,00050266,UNIT000008,14 Viên,true,true
P002875-V1,P002875,00049514,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,false
P002875-V2,P002875,00049514,UNIT000003,2 Vỉ x 10 Viên,true,false
P002875-V3,P002875,00049514,UNIT000008,10 Viên,true,true
P002876-V1,P002876,00049451,UNIT000001,Hộp 2 Vỉ x 14 Viên,true,false
P002876-V2,P002876,00049451,UNIT000003,2 Vỉ x 14 Viên,true,false
P002876-V3,P002876,00049451,UNIT000008,14 Viên,true,true
P002877-V1,P002877,00049450,UNIT000001,Hộp 2 Vỉ x 14 Viên,true,false
P002877-V2,P002877,00049450,UNIT000003,2 Vỉ x 14 Viên,true,false
P002877-V3,P002877,00049450,UNIT000008,14 Viên,true,true
P002878-V1,P002878,00048803,UNIT000001,Hộp,true,true
P002879-V1,P002879,00045844,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002879-V2,P002879,00045844,UNIT000003,3 Vỉ x 10 Viên,true,false
P002879-V3,P002879,00045844,UNIT000008,10 Viên,true,true
P002880-V1,P002880,00045504,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002880-V2,P002880,00045504,UNIT000003,3 Vỉ x 10 Viên,true,false
P002880-V3,P002880,00045504,UNIT000008,10 Viên,true,true
P002881-V1,P002881,00040669,UNIT000001,Hộp 4 Vỉ x 14 Viên,true,true
P002881-V2,P002881,00040669,UNIT000003,4 Vỉ x 14 Viên,true,false
P002881-V3,P002881,00040669,UNIT000008,14 Viên,true,false
P002882-V1,P002882,00040503,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002882-V2,P002882,00040503,UNIT000003,3 Vỉ x 10 Viên,true,false
P002882-V3,P002882,00040503,UNIT000008,10 Viên,true,true
P002883-V1,P002883,00040302,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,true
P002883-V2,P002883,00040302,UNIT000003,6 Vỉ x 10 Viên,true,false
P002883-V3,P002883,00040302,UNIT000008,10 Viên,true,false
P002884-V1,P002884,00039730,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002884-V2,P002884,00039730,UNIT000003,3 Vỉ x 10 Viên,true,false
P002884-V3,P002884,00039730,UNIT000008,10 Viên,true,true
P002885-V1,P002885,00039050,UNIT000001,Hộp 25 Gói x 3g,true,true
P002885-V2,P002885,00039050,UNIT000009,25 Gói x 3g,true,false
P002886-V1,P002886,00502980,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,true
P002886-V2,P002886,00502980,UNIT000003,3 Vỉ x 10 Viên,true,false
P002886-V3,P002886,00502980,UNIT000008,10 Viên,true,false
P002887-V1,P002887,00502832,UNIT000001,Hộp 18 Ống x 5ml,true,false
P002887-V2,P002887,00502832,UNIT000018,18 Ống x 5ml,true,true
P002888-V1,P002888,00502601,UNIT000001,Hộp 1 Vỉ x 14 Viên,true,true
P002888-V2,P002888,00502601,UNIT000003,1 Vỉ x 14 Viên,true,false
P002888-V3,P002888,00502601,UNIT000008,14 Viên,true,false
P002889-V1,P002889,00502384,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,false
P002889-V2,P002889,00502384,UNIT000003,6 Vỉ x 10 Viên,true,false
P002889-V3,P002889,00502384,UNIT000008,10 Viên,true,true
P002890-V1,P002890,00502169,UNIT000001,Hộp 1 Vỉ x 30 Viên,true,false
P002890-V2,P002890,00502169,UNIT000003,1 Vỉ x 30 Viên,true,false
P002890-V3,P002890,00502169,UNIT000008,30 Viên,true,true
P002891-V1,P002891,00502104,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,true
P002891-V2,P002891,00502104,UNIT000003,3 Vỉ x 10 Viên,true,false
P002891-V3,P002891,00502104,UNIT000008,10 Viên,true,false
P002892-V1,P002892,00501519,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,true
P002892-V2,P002892,00501519,UNIT000003,3 Vỉ x 10 Viên,true,false
P002892-V3,P002892,00501519,UNIT000008,10 Viên,true,false
P002893-V1,P002893,00501048,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,false
P002893-V2,P002893,00501048,UNIT000003,6 Vỉ x 10 Viên,true,false
P002893-V3,P002893,00501048,UNIT000008,10 Viên,true,true
P002894-V1,P002894,00500516,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,true
P002894-V2,P002894,00500516,UNIT000003,3 Vỉ x 10 Viên,true,false
P002894-V3,P002894,00500516,UNIT000008,10 Viên,true,false
P002895-V1,P002895,00500506,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,true
P002895-V2,P002895,00500506,UNIT000003,3 Vỉ x 10 Viên,true,false
P002895-V3,P002895,00500506,UNIT000008,10 Viên,true,false
P002896-V1,P002896,00500028,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002896-V2,P002896,00500028,UNIT000003,3 Vỉ x 10 Viên,true,false
P002896-V3,P002896,00500028,UNIT000008,10 Viên,true,true
P002897-V1,P002897,00500024,UNIT000001,Hộp 2 Vỉ x 14 Viên,true,false
P002897-V2,P002897,00500024,UNIT000003,2 Vỉ x 14 Viên,true,false
P002897-V3,P002897,00500024,UNIT000008,14 Viên,true,true
P002898-V1,P002898,00345911,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002898-V2,P002898,00345911,UNIT000003,3 Vỉ x 10 Viên,true,false
P002898-V3,P002898,00345911,UNIT000008,10 Viên,true,true
P002899-V1,P002899,00033841,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,true
P002899-V2,P002899,00033841,UNIT000003,6 Vỉ x 10 Viên,true,false
P002899-V3,P002899,00033841,UNIT000008,10 Viên,true,false
P002900-V1,P002900,00033820,UNIT000001,Hộp 4 Vỉ x 14 Viên,true,false
P002900-V2,P002900,00033820,UNIT000003,4 Vỉ x 14 Viên,true,false
P002900-V3,P002900,00033820,UNIT000008,14 Viên,true,true
P002901-V1,P002901,00033758,UNIT000001,Hộp 2 Vỉ x 14 Viên,true,false
P002901-V2,P002901,00033758,UNIT000003,2 Vỉ x 14 Viên,true,false
P002901-V3,P002901,00033758,UNIT000008,14 Viên,true,true
P002902-V1,P002902,00033757,UNIT000001,Hộp 2 Vỉ x 14 Viên,true,false
P002902-V2,P002902,00033757,UNIT000003,2 Vỉ x 14 Viên,true,false
P002902-V3,P002902,00033757,UNIT000008,14 Viên,true,true
P002903-V1,P002903,00033756,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P002903-V2,P002903,00033756,UNIT000003,3 Vỉ x 10 Viên,true,false
P002903-V3,P002903,00033756,UNIT000008,10 Viên,true,true
P002904-V1,P002904,00033753,UNIT000001,Hộp 2 Vỉ x 15 Viên,true,false
P002904-V2,P002904,00033753,UNIT000003,2 Vỉ x 15 Viên,true,false
P002904-V3,P002904,00033753,UNIT000008,15 Viên,true,true
P002905-V1,P002905,00033752,UNIT000001,Hộp 2 Vỉ x 15 Viên,true,false
P002905-V2,P002905,00033752,UNIT000003,2 Vỉ x 15 Viên,true,false
P002905-V3,P002905,00033752,UNIT000008,15 Viên,true,true
P002906-V1,P002906,00033751,UNIT000001,Hộp 10 Vỉ x 14 Viên,true,false
P002906-V2,P002906,00033751,UNIT000003,10 Vỉ x 14 Viên,true,false
P002906-V3,P002906,00033751,UNIT000008,14 Viên,true,true
P002907-V1,P002907,00033749,UNIT000001,Hộp 10 Vỉ x 14 Viên,true,false
P002907-V2,P002907,00033749,UNIT000003,10 Vỉ x 14 Viên,true,false
P002907-V3,P002907,00033749,UNIT000008,14 Viên,true,true
P002908-V1,P002908,00033682,UNIT000001,Hộp 1 Vỉ x 10 Viên,true,true
P002908-V2,P002908,00033682,UNIT000003,1 Vỉ x 10 Viên,true,false
P002908-V3,P002908,00033682,UNIT000008,10 Viên,true,false
P002909-V1,P002909,00033359,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P002909-V2,P002909,00033359,UNIT000003,10 Vỉ x 10 Viên,true,false
P002909-V3,P002909,00033359,UNIT000008,10 Viên,true,true
P002910-V1,P002910,00032980,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,true
