ingredient_code,ingredient_name,ingredient_slug,description
ING001583,Atomised deproteinised whey powder (lactoserum),atomised-deproteinised-whey-powder-lactoserum,
ING001584,Disodium laureth sulfosuccianate,disodium-laureth-sulfosuccianate,
ING001585,Laureth-10,laureth-10,
ING001586,Lanolin alcohol,lanolin-alcohol,
ING001587,Oleate,oleate,
ING001588,Ozokerite,ozokerite,
ING001589,Paraffiinum liduidum,paraffiinum-liduidum,
ING001590,Prunus anygdalus dulcis oil,prunus-anygdalus-dulcis-oil,
ING001591,Cao cúc tần,cao-cuc-tan,
ING001592,Tinh chất nghệ,tinh-chat-nghe,
ING001593,Lá sung,la-sung,
ING001594,Sodium Acryloyldimethyl Taurate Copolymer,sodium-acryloyldimethyl-taurate-copolymer,
ING001595,Cao Ngải cứu,cao-ngai-cuu,
ING001596,Piper lolot extract,piper-lolot-extract,
ING001597,Cao lá lốt,cao-la-lot,
ING001598,Pluchea indica extract,pluchea-indica-extract,
ING001599,Artemisia vulgaris extract,artemisia-vulgaris-extract,
ING001600,Curcuma Longa Extract,curcuma-longa-extract,
ING001601,Polycrylate crosspolymer-6,polycrylate-crosspolymer-6,
ING001602,Ficus glomerata extract,ficus-glomerata-extract,
ING001603,Magnesium stearate,magnesium-stearate,
ING001604,Sodium Anisate,sodium-anisate,
ING001605,Aluminum stearate 300,aluminum-stearate-300,
ING001606,Decyl Oleate,decyl-oleate,
ING001607,DL-alpha tocopheryl acetate,dl-alpha-tocopheryl-acetate,
ING001608,L-menthol,l-menthol,
ING001609,Cetomacrogol,cetomacrogol,
ING001610,Propyl - 4 - hydroxybenzoat,propyl-4-hydroxybenzoat,
ING001611,Methyl - 4 - hydroxybenzoat,methyl-4-hydroxybenzoat,
ING001612,Disodium edetase,disodium-edetase,
ING001613,Laureth - 10,laureth-10,
ING001614,Cocamide - MEA,cocamide-mea,
ING001615,Citric acid monohydrate,citric-acid-monohydrate,
ING001616,Polyglyceryl-3 Cetyl Ether Olivate/Succinate,polyglyceryl-3-cetyl-ether-olivatesuccinate,
ING001617,Lactobacillus Ferment,lactobacillus-ferment,
ING001618,Gossypium Herbaceum (Cotton) Seed Oil,gossypium-herbaceum-cotton-seed-oil,
ING001619,Gossypium Herbaceum Seed Oil,gossypium-herbaceum-seed-oil,
ING001620,Hydrogenated Olive Oil Unsaponifiables,hydrogenated-olive-oil-unsaponifiables,
ING001621,Polyglyceryl-3 Methylglucose Distearate,polyglyceryl-3-methylglucose-distearate,
ING001622,Zingiber Officinale (Ginger) Root Extract,zingiber-officinale-ginger-root-extract,
ING001623,Cinnamomum Camphora (Camphor) Bark Oil,cinnamomum-camphora-camphor-bark-oil,
ING001624,Melaleuca Leucadendron Cajaput Oil,melaleuca-leucadendron-cajaput-oil,
ING001625,Cinnamomum Cassia Leaf Oil,cinnamomum-cassia-leaf-oil,
ING001626,Ocimum Gratissimum Herb Oil,ocimum-gratissimum-herb-oil,
ING001627,PEG-40 hydrogenate castor oil,peg-40-hydrogenate-castor-oil,
ING001628,Macadamia Integrifolia Seed Oil,macadamia-integrifolia-seed-oil,
ING001629,Whey Filtrate,whey-filtrate,
ING001630,Aminomethyl Propanol,aminomethyl-propanol,
ING001631,Phragmites Karka Extract,phragmites-karka-extract,
ING001632,Poria Cocos Extract,poria-cocos-extract,
ING001633,Caprylyl Methicone,caprylyl-methicone,
ING001634,Polyglyceryl-3 distearate,polyglyceryl-3-distearate,
ING001635,Dextrin Palmitate,dextrin-palmitate,
ING001636,PEG/PPG-14/7 Dimethyl Ether,pegppg-147-dimethyl-ether,
ING001637,Paeonia lactiflora root,paeonia-lactiflora-root,
ING001638,Ethylhexyl,ethylhexyl,
ING001639,peg/ppg 9/2 dimethyl ether,pegppg-92-dimethyl-ether,
ING001640,potentilla erecta root extract,potentilla-erecta-root-extract,
ING001641,lauryl betaine,lauryl-betaine,
ING001642,Soluble Collagen,soluble-collagen,
ING001643,ped-10 dimethicone,ped-10-dimethicone,
ING001644,Isostearic Acid,isostearic-acid,
ING001645,Triethoxycaprylylsilane,triethoxycaprylylsilane,
ING001646,polyglyceryl-6 polyricinoleate,polyglyceryl-6-polyricinoleate,
ING001647,ped-6,ped-6,
ING001648,bis-butyldimethicone polyglycerin -3,bis-butyldimethicone-polyglycerin-3,
ING001649,Synthetic Fluorphlogopite,synthetic-fluorphlogopite,
ING001650,Disodium Etidronate,disodium-etidronate,
ING001651,Gellan Gum,gellan-gum,
ING001652,Disodium Cetearyl Sulfosuccinate,disodium-cetearyl-sulfosuccinate,
ING001653,Hydrogenated Vegetable Oil,hydrogenated-vegetable-oil,
ING001654,Cetyl Ricinoleate,cetyl-ricinoleate,
ING001655,Cetearyl Glucoside,cetearyl-glucoside,
ING001656,PPG-14 Butyl Ether,ppg-14-butyl-ether,
ING001657,Menthoxypropanediol,menthoxypropanediol,
ING001658,Hydroxyapatite,hydroxyapatite,
ING001659,Sanguisorba Officinalis Root Extract,sanguisorba-officinalis-root-extract,
ING001660,Bạch hoa xà thiệt thảo,bach-hoa-xa-thiet-thao,1 
ING001661,Hoàng bá,hoang-ba,1 
ING001662,Khổ diệp,kho-diep,1 
ING001663,Sodium edetate,sodium-edetate,
ING001664,Cetostearyl alcohol,cetostearyl-alcohol,
ING001665,Macrogol Ethers,macrogol-ethers,
ING001666,Diammonium citrate,diammonium-citrate,
ING001667,Sodium salicylate,sodium-salicylate,
ING001668,"Sodium acetate,anhydrous",sodium-acetateanhydrous,
ING001669,Alpha Isomethyl Ionone,alpha-isomethyl-ionone,
ING001670,Vitamin E acetate,vitamin-e-acetate,
ING001671,Ceramide,ceramide,
ING001672,Punica granatum,punica-granatum,
ING001673,Vanilla,vanilla,
ING001674,cetylpyridinium clorid,cetylpyridinium-clorid,
ING001675,Aluminum chlorohydrate,aluminum-chlorohydrate,
ING001676,Acid hydrochloric,acid-hydrochloric,
ING001677,PEG-50 Shea Butter,peg-50-shea-butter,
ING001678,Boric acid,boric-acid,
ING001679,Menthyl salicylate,menthyl-salicylate,
ING001680,Agar,agar,
ING001681,Lauryl Methacrylate,lauryl-methacrylate,
ING001682,Sodium Trideceth Sulfate,sodium-trideceth-sulfate,
ING001683,Sodium lauroamphoacetate,sodium-lauroamphoacetate,
ING001684,Hydroxypropyl Bispalmitamide MEA,hydroxypropyl-bispalmitamide-mea,
ING001685,Linoleic acid,linoleic-acid,
ING001686,chiết xuất tinh chất hoa anh đào,chiet-xuat-tinh-chat-hoa-anh-dao,
ING001687,Dầu Olive,dau-olive,
ING001688,Bạch đàn,bach-dan,
ING001689,Lactobacillus fermentum subsp. reuteri whole,lactobacillus-fermentum-subsp-reuteri-whole,
ING001690,Phenethyl alcohol,phenethyl-alcohol,
ING001691,PEG-18 Glyceryl Oleate,peg-18-glyceryl-oleate,
ING001692,Butylene Glycol Dicaprylate/Dicaprate,butylene-glycol-dicaprylatedicaprate,
ING001693,Superfatting agent,superfatting-agent,
ING001694,Sunflower oil,sunflower-oil,
ING001695,Vegetable GLYCERIN,vegetable-glycerin,
ING001696,INCA INCHI oil,inca-inchi-oil,
ING001697,"1,2-Propanediol",12-propanediol,
ING001698,Hydroxyethylacrylate,hydroxyethylacrylate,
ING001699,Hexyldecyl laurat,hexyldecyl-laurat,
ING001700,Glyceryl Caprylate,glyceryl-caprylate,
ING001701,Butyrospermum parkii extract,butyrospermum-parkii-extract,
ING001702,Hydroxypalmitoyl Sphinganine,hydroxypalmitoyl-sphinganine,
ING001703,Steareth-21,steareth-21,
ING001704,Boswellia Serrata Gum,boswellia-serrata-gum,
ING001705,Steareth-2,steareth-2,
ING001706,Atllantoin,atllantoin,
ING001707,Deionized,deionized,
ING001708,Triethanolamine Lauryl Sulfate,triethanolamine-lauryl-sulfate,
ING001709,Solanum Lycopersicum Fruit Extract,solanum-lycopersicum-fruit-extract,
ING001710,Chrysanthemum Indicum Flower Extract,chrysanthemum-indicum-flower-extract,
ING001711,Decylene Glycol,decylene-glycol,
ING001712,Tremella Fuciformis Extract,tremella-fuciformis-extract,
ING001713,PEG-30 Stearate,peg-30-stearate,
ING001714,Glyceryl Acrylate,glyceryl-acrylate,
ING001715,Acrylic Acid Copolymer,acrylic-acid-copolymer,
ING001716,Tremella Fuciformis,tremella-fuciformis,
ING001717,Phenoxethanol,phenoxethanol,
ING001718,Polybutene,polybutene,
ING001719,Sodium cetearyl sulfate,sodium-cetearyl-sulfate,
ING001720,Caprylic-Capric-Triglyceride,caprylic-capric-triglyceride,
ING001721,Avena Sativa (oat) kernel flour,avena-sativa-oat-kernel-flour,
ING001722,Avena Sativa (oat) kernel meal,avena-sativa-oat-kernel-meal,
ING001723,Zinc sulfate,zinc-sulfate,
ING001724,Dầu khoáng,dau-khoang,
ING001725,Tinh dầu cúc xuxi,tinh-dau-cuc-xuxi,
ING001726,Natri benzoat,natri-benzoat,
ING001727,Natri florua,natri-florua,
ING001728,Butyrospermum Parkii Oil,butyrospermum-parkii-oil,
ING001729,Rapeseed Seed Oil,rapeseed-seed-oil, 
ING001730,Peg-20 Methyl Glucose Sesquistearate,peg-20-methyl-glucose-sesquistearate, 
ING001731,Sorbitan Tristearate,sorbitan-tristearate, 
ING001732,Octoxynol-12,octoxynol-12,
ING001733,Dimethyl Stearamine,dimethyl-stearamine,
ING001734,Benzyl salicylate,benzyl-salicylate,
ING001735,Cơm cháy,com-chay,37 
ING001736,Đơn lá đỏ,don-la-do,1%
ING001737,Bướm bạc đỏ,buom-bac-do,25 
ING001738,Dây ông lão,day-ong-lao,30 
ING001739,Chù dù,chu-du,25 
ING001740,Sung,sung,37%
ING001741,Ricinus communis extract,ricinus-communis-extract,
ING001742,Eclipta alba extract,eclipta-alba-extract,
ING001743,Lactobacilus,lactobacilus,
ING001744,Undecylenamidopropyltrimonium Methosulfate,undecylenamidopropyltrimonium-methosulfate,
ING001745,Lipid sinh lý,lipid-sinh-ly,
ING001746,Hyaluronate,hyaluronate,
ING001747,Mel,mel,
ING001748,Nano Collagen,nano-collagen,
ING001749,Tiêu đen,tieu-den,0.8%
ING001750,Địa liền,dia-lien,0.2%
ING001751,Tinh dầu Trầu Không,tinh-dau-trau-khong,2%
ING001752,Tinh dầu hạt Ngò,tinh-dau-hat-ngo,2.5%
ING001753,Tinh dầu Tần Dày Lá,tinh-dau-tan-day-la,0.5%
ING001754,Stoma Powder,stoma-powder,
ING001755,Axit boric,axit-boric,
ING001756,Resocin,resocin,
ING001757,Tribulus Terrestris Fruit Extract,tribulus-terrestris-fruit-extract,
ING001758,Tilia Cordata extract,tilia-cordata-extract,
ING001759,PPG-15 Stearyl Ether,ppg-15-stearyl-ether,
ING001760,Hydrolyzed Pearl,hydrolyzed-pearl,
ING001761,Laureth-7 Citrate,laureth-7-citrate,
ING001762,Palmitamidopropyltrimonium Chloride,palmitamidopropyltrimonium-chloride,
ING001763,Citron Fruit (Citrus Junos),citron-fruit-citrus-junos,
ING001764,Sodium Propoxyhydroxypropyl Thiosulfate Silica [Nano],sodium-propoxyhydroxypropyl-thiosulfate-silica-nano,
ING001765,Retinyl Palmitate,retinyl-palmitate,
ING001766,Peg-8 Dimethicone,peg-8-dimethicone,
ING001767,Diethylhexyl Syringylidenemalonate,diethylhexyl-syringylidenemalonate,
ING001768,Acrylates/ Octylacrylamide Copolymer,acrylates-octylacrylamide-copolymer,
ING001769,Benzophenone-3,benzophenone-3,
ING001770,Calci pantothenat,calci-pantothenat,
ING001771,Tris-Biphenyl Triazine,tris-biphenyl-triazine,
ING001772,Dibutyl Adipate,dibutyl-adipate,
ING001773,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol,methylene-bis-benzotriazolyl-tetramethylbutylphenol,
ING001774,VP/eicosene copolymer,vpeicosene-copolymer,
ING001775,Calendula officinalis flower,calendula-officinalis-flower,
ING001776,Polysorbate,polysorbate,
ING001777,Guar Hydroxypropyltrimonium Chloride,guar-hydroxypropyltrimonium-chloride,
ING001778,Polysilicone-15,polysilicone-15,
ING001779,Citrus Aurantium Dulcis (Orange) Fruit Extract,citrus-aurantium-dulcis-orange-fruit-extract,
ING001780,Sericin,sericin,
ING001781,Glycyrrhiza Glabra Root,glycyrrhiza-glabra-root,
ING001782,Cymbopogon Citratus Extract,cymbopogon-citratus-extract,
ING001783,Trideceth-9,trideceth-9,
ING001784,Peg-60 Hydrogenated Castor Oi,peg-60-hydrogenated-castor-oi,
ING001785,Polyquaternium-11,polyquaternium-11,
ING001786,Ppg-5-ceteth-20,ppg-5-ceteth-20,
ING001787,Hạt lanh,hat-lanh,
ING001788,Sodium Lauryl Glucose Carboxylate,sodium-lauryl-glucose-carboxylate,
ING001789,Omega 6,omega-6,
ING001790,Ceteraryl Alcohol,ceteraryl-alcohol,
ING001791,Allium Cepa Bulb Extract,allium-cepa-bulb-extract,
ING001792,Glycerin Backhousia Citriodora Leaf Extract,glycerin-backhousia-citriodora-leaf-extract,
ING001793,Nicotinamide,nicotinamide,
ING001794,PEG-30 lanolin,peg-30-lanolin,
ING001795,Methenamine,methenamine,
ING001796,Hamamelis virginiana bark/leaf extract,hamamelis-virginiana-barkleaf-extract,
ING001797,Linolenic acid,linolenic-acid,
ING001798,Thành phần khác,thanh-phan-khac,
ING001799,Theobroma cacao (cocoa) seed butter,theobroma-cacao-cocoa-seed-butter,
ING001800,Calendula Officinalis Flower Water,calendula-officinalis-flower-water,
ING001801,Colloidal Sulfur,colloidal-sulfur,
ING001802,Olea Europea (Olive) Seed Oil,olea-europea-olive-seed-oil,
ING001803,Aloe barbadensis leaf powder,aloe-barbadensis-leaf-powder,
ING001804,Butylated hydroxytoluene,butylated-hydroxytoluene,
ING001805,Onion bulb extract,onion-bulb-extract, 
ING001806,dầu hướng dương,dau-huong-duong,
ING001807,C12-16 Alcohols,c12-16-alcohols,
ING001808,Dầu quả bơ,dau-qua-bo,
ING001809,Aloe Barbadensis Extract,aloe-barbadensis-extract,
ING001810,Kojic Dipalmitate,kojic-dipalmitate, 
ING001811,Dicetyl phosphate,dicetyl-phosphate, 
ING001812,Ceteth-10 Phosphate,ceteth-10-phosphate, 
ING001813,Alpha Arbutin,alpha-arbutin,
ING001814,E-ascorbic acid,e-ascorbic-acid,
ING001815,"Lecithin, Retinol, Water, Glycerin",lecithin-retinol-water-glycerin,
ING001816,"Cetearyl Alcohol, Ceteareth-20",cetearyl-alcohol-ceteareth-20,
ING001817,Aquaxyl,aquaxyl,
ING001818,Tảo biển đỏ,tao-bien-do,
ING001819,Propanol,propanol,
ING001820,Eugenia caryophyllus (clove) flower oil,eugenia-caryophyllus-clove-flower-oil,
ING001821,Cinnamomum Zeylanicum Bark Extract,cinnamomum-zeylanicum-bark-extract,
ING001822,10-Hydroxydecanoic Acid,10-hydroxydecanoic-acid, 
ING001823,Sebacic Acid,sebacic-acid, 
ING001824,"1,10-Decanediol",110-decanediol, 
ING001825,Melaleuca Alternifolia (Tea Tree) Oil,melaleuca-alternifolia-tea-tree-oil, 
ING001826,Vitamin C ester,vitamin-c-ester,
ING001827,Polymeric siloxanes,polymeric-siloxanes,
ING001828,Cyclic,cyclic,
ING001829,Chiết xuất nghệ,chiet-xuat-nghe,
ING001830,Polyesteramide,polyesteramide,
ING001831,Curcuma Longa,curcuma-longa,
ING001832,Dịch chiết rau má,dich-chiet-rau-ma,
ING001833,Nipagin,nipagin,
ING001834,Azadirachta indica extract,azadirachta-indica-extract,
ING001835,Kẽm salicylate,kem-salicylate,
ING001836,C13-15 Alkane,c13-15-alkane,
ING001837,Cetearyl Ethylhexanoate,cetearyl-ethylhexanoate,
ING001838,Shorea Stenoptera Seed Butter,shorea-stenoptera-seed-butter,
ING001839,Aloe,aloe,10%
ING001840,Natri hyaluronat,natri-hyaluronat, 
ING001841,Jojoba oil,jojoba-oil, 
ING001842,PEG-60 Sorbitan stearate,peg-60-sorbitan-stearate, 
ING001843,Sáp ong,sap-ong, 
ING001844,Hydrogenated Polydencene,hydrogenated-polydencene, 
ING001845,Trideceth-12,trideceth-12, 
ING001846,Gôm Xanthan,gom-xanthan, 
ING001847,Acid Linoleic,acid-linoleic, 
ING001848,Glycosaminoglycans,glycosaminoglycans,
ING001849,Sorbeth-30,sorbeth-30,
ING001850,Sodium lauroyl glycinate,sodium-lauroyl-glycinate, 
ING001851,PEG-60 Glyceryl Isostearate,peg-60-glyceryl-isostearate, 
ING001852,Pyridoxine hydrochloride,pyridoxine-hydrochloride,
ING001853,Ammonium,ammonium,
ING001854,Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer,acryloyldimethyltauratebeheneth-25-methacrylate-crosspolymer,
ING001855,Cinchona Succirubra Bark Extract,cinchona-succirubra-bark-extract,
ING001856,Glycenn,glycenn,
ING001857,Tethanolamine,tethanolamine,
ING001858,Nacinamide,nacinamide,
ING001859,Stearyl Glycymhetinate,stearyl-glycymhetinate,
ING001860,Gelatin,gelatin,
ING001861,D-Alpha-Tocopheryl  acetate,d-alpha-tocopheryl-acetate,
ING001862,Cl5-19 Alkane,cl5-19-alkane,
ING001863,Chiết xuất hành tây,chiet-xuat-hanh-tay,
ING001864,Saccharide Isomerate,saccharide-isomerate,
ING001865,Bakuchiol,bakuchiol,
ING001866,Tetrahydrocurcunin,tetrahydrocurcunin,
ING001867,o-Cylnen-5-ol,o-cylnen-5-ol,
ING001868,Curcuma lonsa oil,curcuma-lonsa-oil,
ING001869,oleyl alcohol,oleyl-alcohol,
ING001870,Candelilla Cera,candelilla-cera,
ING001871,zanthoxylum alatum,zanthoxylum-alatum,
ING001872,glycerophosphoinositol lysine,glycerophosphoinositol-lysine,
ING001873,tropolone,tropolone,
ING001874,Caprylic triglyceride,caprylic-triglyceride,
ING001875,Limnanthes Alba Seed Oil,limnanthes-alba-seed-oil,
ING001876,Hydroxyphenyl Propamidobenzoic Acid,hydroxyphenyl-propamidobenzoic-acid,
ING001877,Lanolin oil,lanolin-oil,
ING001878,Vitis Vinifera Seed Oil,vitis-vinifera-seed-oil,
ING001879,Calcium Pantothenate,calcium-pantothenate,
ING001880,Sodium bicarbonate,sodium-bicarbonate,
ING001881,C-13-14 Isoparaffin,c-13-14-isoparaffin,
ING001882,Dipropylens Glycol,dipropylens-glycol,
ING001883,Sodium thiosulfate,sodium-thiosulfate,
ING001884,Superoxide Dismutase,superoxide-dismutase,
ING001885,5 alpha Avocuta,5-alpha-avocuta, 
ING001886,Boswellia extract,boswellia-extract, 
ING001887,Saniskin,saniskin, 
ING001888,Glucose + natural Xylitol,glucose-natural-xylitol, 
ING001889,Silicone gel,silicone-gel,
ING001890,Polydimethylsiloxanes,polydimethylsiloxanes,
ING001891,Siloxanes,siloxanes,
ING001892,Alkylmethyl sillicones,alkylmethyl-sillicones,
ING001893,Cetrimonium,cetrimonium,
ING001894,Rễ cây ngưu bàng,re-cay-nguu-bang,
ING001895,Chiết xuất hoa cúc tâm tư,chiet-xuat-hoa-cuc-tam-tu,
ING001896,Vỏ cây liễu,vo-cay-lieu,
ING001897,Chiết xuất lá neem,chiet-xuat-la-neem,
ING001898,Chiết xuất rễ cây địa hoàng,chiet-xuat-re-cay-dia-hoang,
ING001899,Rau diếp cá,rau-diep-ca,
ING001900,Chiết xuất quả lê lên men,chiet-xuat-qua-le-len-men,
ING001901,PPG-6-Decyltetradeceth-30,ppg-6-decyltetradeceth-30,
ING001902,Glyceryl Isostearate,glyceryl-isostearate,
ING001903,Pycnogenol,pycnogenol, 
ING001904,Vitamin A,vitamin-a, 
ING001905,Coenzyme Q10,coenzyme-q10, 
ING001906,Glucosamine,glucosamine, 
ING001907,grape seed extract,grape-seed-extract, 
ING001908,Hành tây,hanh-tay, 
ING001909,Trà xanh Extract,tra-xanh-extract, 
ING001910,Thảo dược Arnica,thao-duoc-arnica, 
ING001911,Lavandula Angustifolia (Lavender) Flower Extract,lavandula-angustifolia-lavender-flower-extract,
ING001912,Kojic Acid Dipalmitate,kojic-acid-dipalmitate,
ING001913,Salix Alba (Willow) Bark Extract,salix-alba-willow-bark-extract,
ING001914,Arbutin,arbutin,
ING001915,Butyrospermum Parkii (Shea) Butter Extract,butyrospermum-parkii-shea-butter-extract,
ING001916,PEG-30 Dipolyhydroxystearate,peg-30-dipolyhydroxystearate,
ING001917,Acrylamide/Sodium Acrylate Copolymer,acrylamidesodium-acrylate-copolymer,
ING001918,Hydrolyzed Rice Protein,hydrolyzed-rice-protein,
ING001919,sodium phytate,sodium-phytate,
ING001920,grifola frondosa fruiting body extract,grifola-frondosa-fruiting-body-extract,
ING001921,Palmitoyl tetrapeptide-7,palmitoyl-tetrapeptide-7,
ING001922,palmitoyl tripeptide-1,palmitoyl-tripeptide-1,
ING001923,sh-polypeptide-69,sh-polypeptide-69,
ING001924,Ceteareth-6,ceteareth-6,
ING001925,Bột Maltodextrin,bot-maltodextrin,
ING001926,sodium acrylates,sodium-acrylates,
ING001927,Deionized Water,deionized-water,
ING001928,p-Phenylenediamine,p-phenylenediamine,
ING001929,Ethanolamine,ethanolamine,
ING001930,Amodimethicone,amodimethicone,
ING001931,m-Aminophenol,m-aminophenol,
ING001932,Resorcinol,resorcinol,
ING001933,p-Aminophenol,p-aminophenol,
ING001934,Sodium sulfide,sodium-sulfide,
ING001935,Sodium Erythorbate,sodium-erythorbate,
ING001936,Cetrimonium Chloride,cetrimonium-chloride,
ING001937,4-Amino-2-Hydroxytoluene,4-amino-2-hydroxytoluene,
ING001938,"2,4-diaminophenoxyethanol sulfate",24-diaminophenoxyethanol-sulfate,
ING001939,"2,4-Diaminophenoxyethanol HCL",24-diaminophenoxyethanol-hcl,
ING001940,Behentrimonium Chloride,behentrimonium-chloride,
ING001941,IEA-Dodecylbenzenesulfonate,iea-dodecylbenzenesulfonate,
ING001942,Trideceth-10,trideceth-10,
ING001943,Citrus Grandis Peel Oil,citrus-grandis-peel-oil,
ING001944,Tinh dầu bưởi,tinh-dau-buoi,
ING001945,TEA-Dodecylbenzenesul-fona,tea-dodecylbenzenesul-fona,
ING001946,Hydrolyzed Keratin,hydrolyzed-keratin,
ING001947,Polygonum Multiflorum Root Extract,polygonum-multiflorum-root-extract,
ING001948,Schisandra Chinensis Fruit Extract,schisandra-chinensis-fruit-extract,
ING001949,Guar hydroxypropyltrimcnnium chloride,guar-hydroxypropyltrimcnnium-chloride,
ING001950,Schizonepeta Tenuifolia Extract,schizonepeta-tenuifolia-extract,
ING001951,Cnidium Officinale Rhizome Extract,cnidium-officinale-rhizome-extract,
ING001952,Astragalus Membranaceus Root Extract,astragalus-membranaceus-root-extract,
ING001953,Atractylodes lancea root extract,atractylodes-lancea-root-extract,
ING001954,Gleditsia Australis Fruit Extract,gleditsia-australis-fruit-extract,
ING001955,HydrolyzMenthol,hydrolyzmenthol,
ING001956,Sodium Lauryl Ether Sulfate,sodium-lauryl-ether-sulfate,
ING001957,Rehmannia Chinensis Root Extract,rehmannia-chinensis-root-extract,
ING001958,Hà thủ ô,ha-thu-o,
ING001959,Climbazol,climbazol,
ING001960,Laureth-23,laureth-23,
ING001961,Laureth-3,laureth-3,
ING001962,EDTA-4Na,edta-4na,
ING001963,Matricaria Chamomilla Extract,matricaria-chamomilla-extract,
ING001964,Willow bark extract,willow-bark-extract,
ING001965,Piper Betle L extract,piper-betle-l-extract,
ING001966,Rosmarinus offcinalis oil,rosmarinus-offcinalis-oil,
