manufacturer_code,manufacturer_name,manufacturer_slug
MFR001763,PHARBACO/ PHARBACO,pharbaco-pharbaco
MFR001764,"Alcon Laboratories, Inc.",alcon-laboratories-inc
MFR001765,HAIPHARCO,haipharco
MFR001766,"HANLIM PHARM CO., LTD - HÀN QUỐC",hanlim-pharm-co-ltd-han-quoc
MFR001767,McNeil AB,mcneil-ab
MFR001768,CÔNG TY CỔ PHẦN DƯỢC NATURE VIỆT NAM,cong-ty-co-phan-duoc-nature-viet-nam
MFR001769,Ica,ica
MFR001770,"SAMIL PHARMA CO., LTD",samil-pharma-co-ltd
MFR001771,SANTEN PHARMACEUTICAL,santen-pharmaceutical
MFR001772,DK PHARMA,dk-pharma
MFR001773,CÔNG TY CỔ PHẨN TRAPHACO,cong-ty-co-phan-traphaco
MFR001774,DROGSAN ILACLARI SANAYI VE TICARET A.S - THỔ NHĨ KỲ,drogsan-ilaclari-sanayi-ve-ticaret-as-tho-nhi-ky
MFR001775,ALLERGAN,allergan
MFR001776,CÔNG TY CPDP HÀ NỘI,cong-ty-cpdp-ha-noi
MFR001777,MAKCUR LABORATORIES,makcur-laboratories
MFR001778,"Santen Pharmaceutical Co., Ltd. - Nhà máy Noto",santen-pharmaceutical-co-ltd-nha-may-noto
MFR001779,Alcon/ Novartis,alcon-novartis
MFR001780,S.A. ALCON COUVREUR N.V,sa-alcon-couvreur-nv
MFR001781,"Senju Pharmaceutical Co., Ltd. Karatsu Plant",senju-pharmaceutical-co-ltd-karatsu-plant
MFR001782,"HANLIM PHARM CO., LTD",hanlim-pharm-co-ltd
MFR001783,"Santen Pharmaceutical Co., Ltd.-nhà máy Shiga",santen-pharmaceutical-co-ltd-nha-may-shiga
MFR001784,CÔNG TY CỔ PHẦN DƯỢC TRANG TBYT BÌNH ĐỊNH (BIDIPHAR),cong-ty-co-phan-duoc-trang-tbyt-binh-dinh-bidiphar
MFR001785,CÔNG TY TNHH THAI NAKORN PATANA,cong-ty-tnhh-thai-nakorn-patana
MFR001786,CÔNG TY CỔ PHẦN DƯỢC NAM ĐỊNH,cong-ty-co-phan-duoc-nam-dinh
MFR001787,MAKCUR LABORATORIES LTD.,makcur-laboratories-ltd
MFR001788,S.A. ALCON-COUVREUR N.V,sa-alcon-couvreur-nv
MFR001789,"DHP Korea Co., Ltd",dhp-korea-co-ltd
MFR001790,Novartis Farmaceutica SA,novartis-farmaceutica-sa
MFR001791,CPC1,cpc1
MFR001792,"Alcon/ Siegfried El Masnou, S.A",alcon-siegfried-el-masnou-sa
MFR001793,BAUSCH & LOMB INC,bausch-and-lomb-inc
MFR001794,ĐỒNG NAI,dong-nai
MFR001795,LABORATOIRES CHAUVIN,laboratoires-chauvin
MFR001796,CÔNG TY CP DƯỢC TTBYT ĐỊNH ĐỊNH (BIDIPHAR),cong-ty-cp-duoc-ttbyt-dinh-dinh-bidiphar
MFR001797,HANLIM PHARM,hanlim-pharm
MFR001798,SAVA HEALTHCARE LIMITED,sava-healthcare-limited
MFR001799,ALLERGAN SALES,allergan-sales
MFR001800,REMINGTON PHARMACEUTICAL INDUSTRIES (PVT.) LTD.,remington-pharmaceutical-industries-pvt-ltd
MFR001801,120 ARMEPHACO,120-armephaco
MFR001802,PHARMASTER,pharmaster
MFR001803,SHIJIAZHUANG,shijiazhuang
MFR001804,DOSE,dose
MFR001805,CIRON DRUGS AND PHARMACEUTICALS,ciron-drugs-and-pharmaceuticals
MFR001806,CÔNG TY CP DƯỢC KHOA,cong-ty-cp-duoc-khoa
MFR001807,Nitto Medic Co.Ltd.,nitto-medic-coltd
MFR001808,Daewoo,daewoo
MFR001809,CÔNG TY CP DƯỢC PHẨM HẢI PHÒNG,cong-ty-cp-duoc-pham-hai-phong
MFR001810,"DAEWOO PHARM CO., LTD",daewoo-pharm-co-ltd
MFR001811,CTY CP TẬP ĐOÀN MERAP,cty-cp-tap-doan-merap
MFR001812,DOPHARMA,dopharma
MFR001813,CTY TNHH DAVI PHARM,cty-tnhh-davi-pharm
MFR001814,AY PHARMACEUTICALS,ay-pharmaceuticals
MFR001815,BIDIPHAR 1,bidiphar-1
MFR001816,EVER NEURO PHARMA GMBH,ever-neuro-pharma-gmbh
MFR001817,FRESENIUS KABI,fresenius-kabi
MFR001818,FRESENIUS KABI BIDIPHAR,fresenius-kabi-bidiphar
MFR001819,TAKEDA,takeda
MFR001820,"SIU GUAN CHEM IND CO., LTD",siu-guan-chem-ind-co-ltd
MFR001821,CÔNG TY CP FRESENLUS KABI VIỆT NAM,cong-ty-cp-fresenlus-kabi-viet-nam
MFR001822,"Scientific Technological Pharmaceutical Firm ""Polysan"", Ltd",scientific-technological-pharmaceutical-firm-polysan-ltd
MFR001823,NOVO NORDISK,novo-nordisk
MFR001824,"MG CO., LTD",mg-co-ltd
MFR001825,AMGEN,amgen
MFR001826,HẢI DƯƠNG,hai-duong
MFR001827,Ferrer Internacional S.A.,ferrer-internacional-sa
MFR001828,JW Life Science Corporation,jw-life-science-corporation
MFR001829,CTY CP FRESENIUS KABI VIỆT NAM,cty-cp-fresenius-kabi-viet-nam
MFR001830,JW LIFE SCIENCE CORPORATION - HÀN QUỐC,jw-life-science-corporation-han-quoc
MFR001831,SIU GUAN CHEM,siu-guan-chem
MFR001832,Công ty TNHH sản xuất dược phẩm Medlac Pharma,cong-ty-tnhh-san-xuat-duoc-pham-medlac-pharma
MFR001833,CÔNG TY CP CÔNG NGHỆ SINH HỌC DƯỢC NANOGEN,cong-ty-cp-cong-nghe-sinh-hoc-duoc-nanogen
MFR001834,BIOTEST PHARMA GMBH,biotest-pharma-gmbh
MFR001835,CTY CP DƯỢC - TRANG THIẾT BỊ Y TẾ BÌNH ĐỊNH,cty-cp-duoc-trang-thiet-bi-y-te-binh-dinh
MFR001836,CÔNG TY DƯỢC PHẨM VĨNH PHÚC,cong-ty-duoc-pham-vinh-phuc
MFR001837,MERZ PHARMA,merz-pharma
MFR001838,CÔNG TY TNHH SẢN XUẤT DƯỢC PHẨM MEDLAC PHARMA ITALY,cong-ty-tnhh-san-xuat-duoc-pham-medlac-pharma-italy
MFR001839,Alexion Pharma International Operations Limited,alexion-pharma-international-operations-limited
MFR001840,AstraZeneca Nijmegen B.V,astrazeneca-nijmegen-bv
MFR001841,Wyeth Lederle S.r.l.,wyeth-lederle-srl
MFR001842,Biotest,biotest
MFR001843,InfoRLife SA,inforlife-sa
MFR001844,Aculife Healthcare Private Limited,aculife-healthcare-private-limited
MFR001845,Fresenius Kabi Austria GmbH,fresenius-kabi-austria-gmbh
MFR001846,Nootropi,nootropi
MFR001847,Ever Pharma Jena GmbH,ever-pharma-jena-gmbh
MFR001848,ALPHA,alpha
MFR001849,SHIJIAZHUANG NO.4 PHARMACEUTICAL,shijiazhuang-no4-pharmaceutical
MFR001850,Laboratoire Aguettant,laboratoire-aguettant
MFR001851,CTCP FRESENLUS KABI BIDIPHAR,ctcp-fresenlus-kabi-bidiphar
MFR001852,NOVARTIS PHARMA,novartis-pharma
MFR001853,SIU GUAN CHEMICAL INDUSTRIAL,siu-guan-chemical-industrial
MFR001854,Baxalta,baxalta
MFR001855,"Y's medi Co., Ltd",ys-medi-co-ltd
MFR001856,"Venus Remedies., Ltd",venus-remedies-ltd
MFR001857,FRESENLUS KABI,fresenlus-kabi
MFR001858,CÔNG TY CỔ PHẦN VTYT HẢI DƯƠNG,cong-ty-co-phan-vtyt-hai-duong
MFR001859,SCHERING-PLOUGH LABO N.V.,schering-plough-labo-nv
MFR001860,Inj,inj
MFR001861,TAIWAN BIOTECH,taiwan-biotech
MFR001862,Cenexi,cenexi
MFR001863,TW3,tw3
MFR001864,CÔNG TY CP HÓA DƯỢC VIỆT NAM,cong-ty-cp-hoa-duoc-viet-nam
MFR001865,LEON FARMA,leon-farma
MFR001866,Rowa Pharma.,rowa-pharma
MFR001867,ROTTENDORF PHARMA GMBH,rottendorf-pharma-gmbh
MFR001868,"Berlimed, S.A",berlimed-sa
MFR001869,FITO PHARMA,fito-pharma
MFR001870,HỒNG PHÚC,hong-phuc
MFR001871,PROBIOTEC PHARMA,probiotec-pharma
MFR001872,Công ty Cổ phần sinh học dược phẩm Ba Đình,cong-ty-co-phan-sinh-hoc-duoc-pham-ba-dinh
MFR001873,CÔNG TY CP SINH HỌC DP BA ĐÌNH,cong-ty-cp-sinh-hoc-dp-ba-dinh
MFR001874,LTD FARMAPRIM,ltd-farmaprim
MFR001875,PHARCO,pharco
MFR001876,STALLION LABORATORIES PVT. LTD.,stallion-laboratories-pvt-ltd
MFR001877,N.V. ORGANON,nv-organon
MFR001878,Merck Healthcare KGaA,merck-healthcare-kgaa
MFR001879,PHYTO,phyto
MFR001880,"LABORATORIOS LEÓN FARMA, S.A",laboratorios-leon-farma-sa
MFR001881,MERCK KGAA,merck-kgaa
MFR001882,"LABESFAL- LABORATÓRIOS ALMIRO, S.A.",labesfal-laboratorios-almiro-sa
MFR001883,Gyno,gyno
MFR001884,LABORATORIOS RECALCINE S.A,laboratorios-recalcine-sa
MFR001885,STANDARD,standard
MFR001886,"Besins/ Cyndea Pharma, S.L",besins-cyndea-pharma-sl
MFR001887,ELEA (ARGENTINA),elea-argentina
MFR001888,ABBOTT LABORATORIOS,abbott-laboratorios
MFR001889,"APROGEN PHARMACEUTICALS, INC",aprogen-pharmaceuticals-inc
MFR001890,"Laboratorios Leon Farma, S.A",laboratorios-leon-farma-sa
MFR001891,Delpharm Lille SAS,delpharm-lille-sas
MFR001892,Panpharma GmbH,panpharma-gmbh
MFR001893,BAYER WEIMAR,bayer-weimar
MFR001894,SYNTHON HISPANIA,synthon-hispania
MFR001895,Sun Pharmaceutical Industries Limited,sun-pharmaceutical-industries-limited
MFR001896,GRACURE PHARMACEUTICALS LTD.,gracure-pharmaceuticals-ltd
MFR001897,Bliss,bliss
MFR001898,SAO KIM,sao-kim
MFR001899,THIÊN DƯỢC,thien-duoc
MFR001900,USARICHPHARM,usarichpharm
MFR001901,"Ajinomoto Co., Inc Tokai Plant",ajinomoto-co-inc-tokai-plant
MFR001902,Yoo Young Pharm.,yoo-young-pharm
MFR001903,PIERRE FABRE MEDICAMENT,pierre-fabre-medicament
MFR001904,Exeltis Ilac San Ve Tic A.S.,exeltis-ilac-san-ve-tic-as
MFR001905,LILLY DEL CARIBE,lilly-del-caribe
MFR001906,BAL PHARMA,bal-pharma
MFR001907,CTY CỔ PHẦN DƯỢC PHẨM ĐẠT VI PHÚ,cty-co-phan-duoc-pham-dat-vi-phu
MFR001908,CÔNG TY CP DƯỢC PHẨM ME DI SUN,cong-ty-cp-duoc-pham-me-di-sun
MFR001909,T.Man Pharma Company Limited,tman-pharma-company-limited
MFR001910,BESINS HEALTHCARE,besins-healthcare
MFR001911,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG I,cong-ty-co-phan-duoc-pham-trung-uong-i
MFR001912,CÔNG TY CỔ PHẦN DƯỢC VẬT TƯ Y TẾ QUẢNG NINH,cong-ty-co-phan-duoc-vat-tu-y-te-quang-ninh
MFR001913,Công ty cổ phần dược phẩm Phong Phú – Chi nhánh nhà máy Usarichpharm,cong-ty-co-phan-duoc-pham-phong-phu-chi-nhanh-nha-may-usarichpharm
MFR001914,PHÚC VINH,phuc-vinh
MFR001915,CTY CP DP MEDISUN,cty-cp-dp-medisun
MFR001916,GELNOVA,gelnova
MFR001917,Công ty cổ phần dược phẩm Fremed,cong-ty-co-phan-duoc-pham-fremed
MFR001918,AKUMS DRUGS & PHARMACEUTICAL LTD.,akums-drugs-and-pharmaceutical-ltd
MFR001919,HÀ NAM,ha-nam
MFR001920,MEBIPHAR AUSTRAPHARM,mebiphar-austrapharm
MFR001921,KOLMAR PHARMA,kolmar-pharma
MFR001922,Accord - UK Limited,accord-uk-limited
MFR001923,Công ty cổ phần Dược phẩm Yên Bái,cong-ty-co-phan-duoc-pham-yen-bai
MFR001924,CTY TNHH DƯỢC PHẨM FITO PHARMA,cty-tnhh-duoc-pham-fito-pharma
MFR001925,"STANDARD CHEM & PHARM CO., LTD - ĐÀI LOAN (TQ",standard-chem-and-pharm-co-ltd-dai-loan-tq
MFR001926,GRAMON BAGO DE URUGUAY S.A - U RU GUAY,gramon-bago-de-uruguay-sa-u-ru-guay
MFR001927,CÔNG TY CP DƯỢC PHẨM OPV,cong-ty-cp-duoc-pham-opv
MFR001928,NOBEL,nobel
MFR001929,Procaps S.A.,procaps-sa
MFR001930,ARMEPHACO,armephaco
MFR001931,Recipharm Karlskoga AB,recipharm-karlskoga-ab
MFR001932,CÔNG TY CỔ PHẦN DƯỢC PHẨM TIPHARCO - VIỆT NAM,cong-ty-co-phan-duoc-pham-tipharco-viet-nam
MFR001933,NOVO,novo
MFR001934,NOVO NORDISK A/S,novo-nordisk-as
MFR001935,Novartis Pharma Produktions GmbH,novartis-pharma-produktions-gmbh
MFR001936,"MICRO LABS LIMITED, - ẤN ĐỘ",micro-labs-limited-an-do
MFR001937,Sanofi-Aventis,sanofi-aventis
MFR001938,ELOGE FRANCE VIETNAM,eloge-france-vietnam
MFR001939,INVENTIA HEALTHCARE PVT.LTD,inventia-healthcare-pvtltd
MFR001940,Bristol,bristol
MFR001941,Kwikpe,kwikpe
MFR001942,Lilly France/ Eli Lilly Italia S.p.A,lilly-france-eli-lilly-italia-spa
MFR001943,BRISTOL-MYERS,bristol-myers
MFR001944,CÔNG TY TNHH HASAN DERPHARM,cong-ty-tnhh-hasan-derpharm
MFR001945,CTY CP DƯỢC-TTBYT BÌNH ĐỊNH,cty-cp-duoc-ttbyt-binh-dinh
MFR001946,INVENTIA HEALTHCARE PVT. LTD. - ẤN ĐỘ,inventia-healthcare-pvt-ltd-an-do
MFR001947,TAISHO PHARMACEUTICAL CO LTD,taisho-pharmaceutical-co-ltd
MFR001948,CCL PHARMACEUTICALS,ccl-pharmaceuticals
MFR001949,CÔNG TY CPDP SAVI,cong-ty-cpdp-savi
MFR001950,CONG TY TNHH UNITED INTERNATIONAL PHARMA,cong-ty-tnhh-united-international-pharma
MFR001951,CÔNG TY CỔ PHẦN KOREA UNITED PHARM. INT’ L - VIỆT NAM,cong-ty-co-phan-korea-united-pharm-int-l-viet-nam
MFR001952,Bioton S.A.,bioton-sa
MFR001953,Boehringer Ingelheim,boehringer-ingelheim
MFR001954,JSC,jsc
MFR001955,BIOCON LIMITED,biocon-limited
MFR001956,BIOTON S.A,bioton-sa
MFR001957,CÔNG TY CỔ PHẦN BV PHARMA - VIỆT NAM,cong-ty-co-phan-bv-pharma-viet-nam
MFR001958,FAMAR,famar
MFR001959,AVENTIS,aventis
MFR001960,"MEZINA A/S, ĐAN MẠCH",mezina-as-dan-mach
MFR001961,EAGLE NUTRITIONAL INC,eagle-nutritional-inc
MFR001962,C. HEDENKAMP GMBH & CO. KG,c-hedenkamp-gmbh-and-co-kg
MFR001963,IKEDA Factory of API Company Limited.,ikeda-factory-of-api-company-limited
MFR001964,"Have fun Factory Co., Ltd",have-fun-factory-co-ltd
MFR001965,PHARMAXX INC,pharmaxx-inc
MFR001966,LEGOSAN AB,legosan-ab
MFR001967,SANOTACT GMBH,sanotact-gmbh
MFR001968,VITAMINS FOR LIFE LABORATORIES,vitamins-for-life-laboratories
MFR001969,CÔNG TY CỔ PHẦN DƯỢC PHẨM CÔNG NGHỆ CAO ABIPHA,cong-ty-co-phan-duoc-pham-cong-nghe-cao-abipha
MFR001970,"GENSEI CO.,LTD",gensei-coltd
MFR001971,ARNET PHARMACEUTICAL CORP,arnet-pharmaceutical-corp
MFR001972,"SBK TOYAMA CO., LTD.",sbk-toyama-co-ltd
MFR001973,"NATURE'S BOUNTY, INC",natures-bounty-inc
MFR001974,"MAKISHOKUHIN CO.,LTD",makishokuhin-coltd
MFR001975,Exim Pharma,exim-pharma
MFR001976,Ensign Laboratories Pty Ltd,ensign-laboratories-pty-ltd
MFR001977,OLEOFARM SP.Z.O.O,oleofarm-spzoo
MFR001978,CÔNG TY DƯỢC PHẨM VÀ THƯƠNG MẠI THÀNH CÔNG - TNHH,cong-ty-duoc-pham-va-thuong-mai-thanh-cong-tnhh
MFR001979,PHARVINA,pharvina
MFR001980,"PHARMEKAL HEALTH PRODUCTS,LLC",pharmekal-health-productsllc
MFR001981,ERBEX S.R.L,erbex-srl
MFR001982,NIKKEN MEDICAL CORPORATION,nikken-medical-corporation
MFR001983,BRAUER NATURAL MEDICINE PTY LTD,brauer-natural-medicine-pty-ltd
MFR001984,ERGOPHARMA D.O.O,ergopharma-doo
MFR001985,Fine Food & Pharmaceutical,fine-food-and-pharmaceutical
MFR001986,"HC Clover Productos y Servicios, S.L",hc-clover-productos-y-servicios-sl
MFR001987,LALEHAM HEALTH AND BEAUTY LIMITED,laleham-health-and-beauty-limited
MFR001988,Inpharma Spa,inpharma-spa
MFR001989,FaceLabo,facelabo
MFR001990,Shefco,shefco
MFR001991,GOOD HEALTH,good-health
MFR001992,NP PHARMA LTD,np-pharma-ltd
MFR001993,Brunel Healthcare Manufacturing Limited,brunel-healthcare-manufacturing-limited
MFR001994,VITABIOTICS,vitabiotics
MFR001995,FERNGROVE PHARMACEUTICALS AUSTRALIA PTY LTD,ferngrove-pharmaceuticals-australia-pty-ltd
MFR001996,VITEX PHARMACEUTICALS PTY LTD,vitex-pharmaceuticals-pty-ltd
MFR001997,THOMPSON AND CAPPER LTD,thompson-and-capper-ltd
MFR001998,"Bio Nutraceuticals, INC",bio-nutraceuticals-inc
MFR001999,VALENS,valens
MFR002000,"AFC - HD AMS LIFE SCIENCE CO., LTD.",afc-hd-ams-life-science-co-ltd
MFR002001,"Orihiro Plantdew Co.,Ltd",orihiro-plantdew-coltd
MFR002002,BioAmicus Laboratories Inc.,bioamicus-laboratories-inc
MFR002003,PHARMALIFE RESEARCH S.R.L,pharmalife-research-srl
MFR002004,GOODHEALTH,goodhealth
MFR002005,BIOFARMA SRL,biofarma-srl
MFR002006,QUEISSER PHARMA GMBH & CO. KG,queisser-pharma-gmbh-and-co-kg
MFR002007,Propharma A/S,propharma-as
MFR002008,BJP LABORATORIES PTY LTD,bjp-laboratories-pty-ltd
MFR002009,AVA PHARMACEUTICAL,ava-pharmaceutical
MFR002010,NHÀ MÁY SẢN XUẤT - CÔNG TY CỔ PHẦN DƯỢC PHẨM PHARVINA,nha-may-san-xuat-cong-ty-co-phan-duoc-pham-pharvina
MFR002011,Chi nhánh Công ty CP Dược Nature Việt Nam - nhà máy Nature Lifecare,chi-nhanh-cong-ty-cp-duoc-nature-viet-nam-nha-may-nature-lifecare
MFR002012,Lavida Nutraceuticals Pty Ltd,lavida-nutraceuticals-pty-ltd
MFR002013,Opella Healthcare Poland Sp.zo.o,opella-healthcare-poland-spzoo
MFR002014,GRICAR,gricar
MFR002015,DELPHARM GAILLARD,delpharm-gaillard
MFR002016,VITAMINS FOR LIFE LLC,vitamins-for-life-llc
MFR002017,E-PHARMA TRENTO S.P.A,e-pharma-trento-spa
MFR002018,TISMOR HEALTH & WELLNESS PTY LTD,tismor-health-and-wellness-pty-ltd
MFR002019,BNUTRITION PTY LTD,bnutrition-pty-ltd
MFR002020,PHARMACARE OPERATIONS NO1 PTY LTD,pharmacare-operations-no1-pty-ltd
MFR002021,SUMIOKA FOODS,sumioka-foods
MFR002022,Laboratoieres Ineldea,laboratoieres-ineldea
MFR002023,Apis Flora Industrial E Comercial Ltda,apis-flora-industrial-e-comercial-ltda
MFR002024,TUỆ LINH,tue-linh
MFR002025,"PLEURAN, S.R.O",pleuran-sro
MFR002026,DIETOPACK SRL,dietopack-srl
MFR002027,HLH BIOPHARMA GMBH,hlh-biopharma-gmbh
MFR002028,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ DOLEXPHAR,cong-ty-co-phan-duoc-pham-quoc-te-dolexphar
MFR002029,JAPAN TABLET CORPRATION.,japan-tablet-corpration
MFR002030,"NATURE'S SUPPLEMENTS, INC.",natures-supplements-inc
MFR002031,CÔNG TY CỔ PHẦN DƯỢC PHẨM TUỆ LINH CÔNG NGHỆ CAO,cong-ty-co-phan-duoc-pham-tue-linh-cong-nghe-cao
MFR002032,PHYTOPHARMA LTD,phytopharma-ltd
MFR002033,"NAKANIHON CAPSULE CO.,LTD. YORO FACTORY",nakanihon-capsule-coltd-yoro-factory
MFR002034,FERNGROVE PHARMACEUTICALS AUSTRALIA PTY LTD.,ferngrove-pharmaceuticals-australia-pty-ltd
MFR002035,LABORATOIRE CEVRAI,laboratoire-cevrai
MFR002036,Chr. Hansen A/S.,chr-hansen-as
MFR002037,ST.PAUL BRANDS,stpaul-brands
MFR002038,NHÀ MÁY CÔNG NGHỆ CAO IMC QUANG MINH- CTY TNHH TƯ VẤN Y DƯỢC QUỐC TẾ,nha-may-cong-nghe-cao-imc-quang-minh-cty-tnhh-tu-van-y-duoc-quoc-te
MFR002039,"Horiuchi Shokuhin Kogyo Co.,Ltd",horiuchi-shokuhin-kogyo-coltd
MFR002040,CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO THÁI MINH,cong-ty-co-phan-cong-nghe-cao-thai-minh
MFR002041,CHI NHÁNH PHÚ THỌ - CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI HỒNG BÀNG,chi-nhanh-phu-tho-cong-ty-co-phan-san-xuat-va-thuong-mai-hong-bang
MFR002042,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ STP,cong-ty-co-phan-duoc-pham-quoc-te-stp
MFR002043,"LEGOSAN AB, THỤY ĐIỂN",legosan-ab-thuy-dien
MFR002044,"Food Plant of Fujicapsule Co.,Ltd",food-plant-of-fujicapsule-coltd
MFR002045,PHARMACEUTICI PROCEMSA,pharmaceutici-procemsa
MFR002046,HD PHARMA,hd-pharma
MFR002047,"ALIMENT INDUSTRY CO.,LTD",aliment-industry-coltd
MFR002048,SABINSA CORPORATION,sabinsa-corporation
MFR002049,MORISHITA JINTAN CO.LTD,morishita-jintan-coltd
MFR002050,CÔNG TY CỔ PHẨN PHÁT TRIỂN DƯỢC VESTA,cong-ty-co-phan-phat-trien-duoc-vesta
MFR002051,HAN WHA PHARMA,han-wha-pharma
MFR002052,CTY TNHH DƯỢC PHẨM NAM VIỆT,cty-tnhh-duoc-pham-nam-viet
MFR002053,"NOVAREX CO.,LTD",novarex-coltd
MFR002054,CÔNG TY TNHH SX & TM DƯỢC PHẨM TÂM BÌNH,cong-ty-tnhh-sx-and-tm-duoc-pham-tam-binh
MFR002055,"RAPTAKOS, BRETT & CO.LTD., INDIA",raptakos-brett-and-coltd-india
MFR002056,BIOGAIA PRODUCT,biogaia-product
MFR002057,CÔNG TY CỔ PHẦN DƯỢC PHẨM QD-MELIPHAR,cong-ty-co-phan-duoc-pham-qd-meliphar
MFR002058,"SCITECH SPECIALITIES PVT.LTD.,",scitech-specialities-pvtltd
MFR002059,SUNSHO PHARMECEUTICALS,sunsho-pharmeceuticals
MFR002060,"E&S Co., LTD",eands-co-ltd
MFR002061,CÔNG TY CP DƯỢC LÂM ĐỒNG,cong-ty-cp-duoc-lam-dong
MFR002062,Aora Health Technical Services S.L.,aora-health-technical-services-sl
MFR002063,CÔNG TY CỐ PHẦN DƯỢC PHẨM OSHII,cong-ty-co-phan-duoc-pham-oshii
MFR002064,Công ty Cổ Phần Đầu Tư và Thương MẠI IAP,cong-ty-co-phan-dau-tu-va-thuong-mai-iap
MFR002065,SANICONV,saniconv
MFR002066,PROBIOTICAL S.P.A,probiotical-spa
MFR002067,MEGA LIFESCIENCES (AUSTRALIA) PTY. LTD,mega-lifesciences-australia-pty-ltd
MFR002068,NEVADA NUTRA TECH LLC,nevada-nutra-tech-llc
MFR002069,"SANKYO CO., LTD",sankyo-co-ltd
MFR002070,"NORDIC NATURALS, Inc",nordic-naturals-inc
MFR002071,Botafarma,botafarma
MFR002072,QUEISSER PHARMA GMBH & CO.KG,queisser-pharma-gmbh-and-cokg
MFR002073,CÔNG TY CỔ PHẦN ĐẦU TƯ DƯỢC PHẨM HTP,cong-ty-co-phan-dau-tu-duoc-pham-htp
MFR002074,PHYTEXTRA,phytextra
MFR002075,LUSTREL LABORATOIRES,lustrel-laboratoires
MFR002076,Sanomed Gesundheits - und Sport - nahrungsmittelherstellung GmbH,sanomed-gesundheits-und-sport-nahrungsmittelherstellung-gmbh
MFR002077,DAIDO PHARMACEUTICAL CORPORATION,daido-pharmaceutical-corporation
MFR002078,JAPAN TABLET CORPRATION,japan-tablet-corpration
MFR002079,HỒNG BÀNG,hong-bang
MFR002080,COSMAX NBT AUSTRALIA PTY LTD,cosmax-nbt-australia-pty-ltd
MFR002081,CN CTY CP DƯỢC PHẨM SYNTECH,cn-cty-cp-duoc-pham-syntech
MFR002082,NIN JIOM MED MANUFACTURED LTD,nin-jiom-med-manufactured-ltd
MFR002083,NHÀ MÁY CÔNG NGHỆ CAO IMC QUANG MINH 2 - CÔNG TY TNHH TƯ VẤN Y DƯỢC QUỐC TẾ,nha-may-cong-nghe-cao-imc-quang-minh-2-cong-ty-tnhh-tu-van-y-duoc-quoc-te
MFR002084,CÔNG TY CỔ PHẦN SẢN XUẤT DƯỢC PHẨM TAKARAI,cong-ty-co-phan-san-xuat-duoc-pham-takarai
MFR002085,THÁI MINH,thai-minh
MFR002086,LINK NATURAL PRODUCT,link-natural-product
MFR002087,CÔNG TY TNHH ORIHIRO PLANTDEW,cong-ty-tnhh-orihiro-plantdew
MFR002088,TÂM BÌNH,tam-binh
MFR002089,CTY TNHH CÔNG NGHỆ DƯỢC PHẨM LOTUS/ NASAKI,cty-tnhh-cong-nghe-duoc-pham-lotus-nasaki
MFR002090,CÔNG TY CP THƯƠNG MẠI DƯỢC PHẨM QUỐC TẾ Á CHÂU,cong-ty-cp-thuong-mai-duoc-pham-quoc-te-a-chau
MFR002091,PT SARI ENESIS INDAH,pt-sari-enesis-indah
MFR002092,Contract Pharmacal Corporation,contract-pharmacal-corporation
MFR002093,THE OXFORD HEALTH COMPANY LTD,the-oxford-health-company-ltd
MFR002094,CÔNG TY CỔ PHẦN THỰC PHẨM DINH DƯỠNG NUTIFOOD,cong-ty-co-phan-thuc-pham-dinh-duong-nutifood
MFR002095,ABBOTT NUTRITION,abbott-nutrition
MFR002096,FONTERRA BRANDS,fonterra-brands
MFR002097,ABBOTT MANUFACTURING SINGAPORE PRIVATE LIMITED,abbott-manufacturing-singapore-private-limited
MFR002098,CÔNG TY CỔ PHẦN SỮA VITADAIRY VIỆT NAM,cong-ty-co-phan-sua-vitadairy-viet-nam
MFR002099,NESTLE SUISSE.S.A,nestle-suissesa
MFR002100,NHÀ MÁY VITADAIRY BÌNH DƯƠNG,nha-may-vitadairy-binh-duong
MFR002101,S M C Nutrition Pte Ltd,s-m-c-nutrition-pte-ltd
MFR002102,NESTLÉ SUISSE S.A,nestle-suisse-sa
MFR002103,"Meiji Co.,Ltd.",meiji-coltd
MFR002104,NUTRIBIO,nutribio
MFR002105,NESTLE SUISSE S.A.,nestle-suisse-sa
MFR002106,GLICO,glico
